order_id,customer_id,product_id,channel_id,order_date,quantity,unit_price,discount_pct,shipping_cost,order_status,total_amount
ORD-00062,CUST-0069,PROD-141,CHAN-1,2024-01-11,2,15.0,0.3,8.99,Completed,29.99
ORD-00063,CUST-1916,PROD-001,CHAN-2,2024-01-11,1,50.95,0.0,11.99,Completed,62.94
ORD-00064,CUST-0002,PROD-026,CHAN-4,2024-01-11,1,36.95,0.0,11.99,Completed,48.94
ORD-00065,CUST-0490,PROD-038,CHAN-3,2024-01-11,1,83.99,0.0,0.0,Completed,83.99
ORD-00066,CUST-0721,PROD-069,CHAN-2,2024-01-11,3,71.0,0.0,0.0,Completed,213.0
ORD-00067,CUST-1187,PROD-001,CHAN-2,2024-01-11,1,50.95,0.3,8.99,Completed,44.66
ORD-00068,CUST-0099,PROD-032,CHAN-1,2024-01-12,1,89.95,0.35,11.99,Completed,70.46
ORD-00069,CUST-1891,PROD-003,CHAN-4,2024-01-12,1,70.99,0.0,4.99,Completed,75.98
ORD-00070,CUST-0571,PROD-103,CHAN-1,2024-01-12,1,111.0,0.0,0.0,Completed,111.0
ORD-00071,CUST-0195,PROD-022,CHAN-4,2024-01-12,2,21.0,0.2,11.99,Completed,45.59
ORD-00072,CUST-0011,PROD-003,CHAN-1,2024-01-12,1,70.99,0.0,8.99,Returned,79.98
ORD-00073,CUST-0560,PROD-005,CHAN-2,2024-01-12,1,30.99,0.3,5.99,Completed,27.68
ORD-00074,CUST-0104,PROD-069,CHAN-2,2024-01-12,4,71.0,0.25,0.0,Completed,213.0
ORD-00075,CUST-1394,PROD-021,CHAN-1,2024-01-13,2,39.0,0.0,0.0,Completed,78.0
ORD-00076,CUST-1558,PROD-101,CHAN-1,2024-01-13,5,66.0,0.0,0.0,Completed,330.0
ORD-00077,CUST-0064,PROD-078,CHAN-4,2024-01-13,1,9.99,0.0,8.99,Completed,18.98
ORD-00078,CUST-1545,PROD-016,CHAN-5,2024-01-13,1,25.0,0.15,11.99,Completed,33.24
ORD-00079,CUST-1759,PROD-002,CHAN-2,2024-01-13,1,28.99,0.0,8.99,Completed,37.98
ORD-00080,CUST-0288,PROD-009,CHAN-2,2024-01-13,1,60.99,0.0,5.99,Returned,66.98
ORD-00081,CUST-0418,PROD-011,CHAN-4,2024-01-13,1,18.95,0.0,4.99,Completed,23.94
ORD-00082,CUST-0036,PROD-011,CHAN-1,2024-01-13,1,18.95,0.0,8.99,Completed,27.94
ORD-00083,CUST-0309,PROD-114,CHAN-2,2024-01-14,1,21.0,0.0,4.99,Completed,25.99
ORD-00084,CUST-0007,PROD-072,CHAN-1,2024-01-14,2,35.95,0.0,5.99,Completed,77.89
ORD-00085,CUST-0060,PROD-027,CHAN-1,2024-01-14,2,54.0,0.0,0.0,Completed,108.0
ORD-00086,CUST-0014,PROD-048,CHAN-1,2024-01-14,2,121.95,0.0,0.0,Completed,243.9
ORD-00087,CUST-1530,PROD-029,CHAN-2,2024-01-14,3,79.0,0.0,0.0,Completed,237.0
ORD-00088,CUST-0359,PROD-036,CHAN-2,2024-01-14,1,102.99,0.0,0.0,Completed,102.99
ORD-00089,CUST-0010,PROD-101,CHAN-1,2024-01-14,1,66.0,0.0,4.99,Completed,70.99
ORD-00090,CUST-1051,PROD-023,CHAN-1,2024-01-14,1,58.95,0.0,4.99,Completed,63.94
ORD-00091,CUST-1420,PROD-118,CHAN-4,2024-01-14,2,150.99,0.2,0.0,Completed,241.58
ORD-00092,CUST-0001,PROD-023,CHAN-3,2024-01-14,1,58.95,0.0,4.99,Completed,63.94
ORD-00093,CUST-0520,PROD-055,CHAN-1,2024-01-14,3,110.99,0.1,0.0,Completed,299.67
ORD-00094,CUST-0328,PROD-033,CHAN-5,2024-01-14,1,63.99,0.35,5.99,Completed,47.58
ORD-00095,CUST-0028,PROD-040,CHAN-3,2024-01-14,2,106.95,0.0,0.0,Completed,213.9
ORD-00096,CUST-1059,PROD-075,CHAN-1,2024-01-14,2,118.99,0.0,0.0,Completed,237.98
ORD-00097,CUST-1478,PROD-007,CHAN-1,2024-01-15,4,49.0,0.0,0.0,Completed,196.0
ORD-00098,CUST-1369,PROD-120,CHAN-3,2024-01-15,1,158.0,0.0,0.0,Completed,158.0
ORD-00099,CUST-0627,PROD-045,CHAN-1,2024-01-15,2,51.0,0.0,0.0,Completed,102.0
ORD-00100,CUST-0332,PROD-063,CHAN-2,2024-01-15,1,96.99,0.0,0.0,Completed,96.99
ORD-00101,CUST-0026,PROD-013,CHAN-1,2024-01-15,1,41.95,0.0,11.99,Completed,53.94
ORD-00102,CUST-1858,PROD-005,CHAN-1,2024-01-15,1,30.99,0.0,5.99,Completed,36.98
ORD-00103,CUST-0540,PROD-005,CHAN-2,2024-01-15,2,30.99,0.25,11.99,Completed,58.48
ORD-00104,CUST-0053,PROD-014,CHAN-4,2024-01-16,2,19.0,0.0,11.99,Returned,49.99
ORD-00105,CUST-0767,PROD-002,CHAN-1,2024-01-16,1,28.99,0.0,5.99,Completed,34.98
ORD-00106,CUST-0031,PROD-031,CHAN-2,2024-01-16,1,100.0,0.0,0.0,Completed,100.0
ORD-00107,CUST-1032,PROD-106,CHAN-1,2024-01-16,2,103.0,0.35,0.0,Returned,133.9
ORD-00108,CUST-0010,PROD-105,CHAN-1,2024-01-16,1,71.0,0.0,4.99,Completed,75.99
ORD-00109,CUST-0616,PROD-034,CHAN-4,2024-01-16,1,65.99,0.05,11.99,Completed,74.68
ORD-00110,CUST-0082,PROD-038,CHAN-2,2024-01-16,1,83.99,0.0,0.0,Completed,83.99
ORD-00111,CUST-0755,PROD-086,CHAN-3,2024-01-16,4,7.0,0.4,5.99,Completed,22.79
ORD-00112,CUST-0069,PROD-077,CHAN-1,2024-01-16,1,42.99,0.0,4.99,Completed,47.98
ORD-00113,CUST-0285,PROD-149,CHAN-2,2024-01-17,3,11.99,0.0,5.99,Completed,41.96
ORD-00114,CUST-1233,PROD-122,CHAN-3,2024-01-17,1,178.99,0.0,0.0,Completed,178.99
ORD-00115,CUST-0061,PROD-022,CHAN-1,2024-01-17,1,21.0,0.0,8.99,Completed,29.99
ORD-00116,CUST-0331,PROD-042,CHAN-5,2024-01-17,3,17.0,0.2,11.99,Completed,52.79
ORD-00117,CUST-0023,PROD-022,CHAN-1,2024-01-17,1,21.0,0.0,5.99,Completed,26.99
ORD-00118,CUST-1095,PROD-042,CHAN-2,2024-01-17,2,17.0,0.0,4.99,Completed,38.99
ORD-00119,CUST-1122,PROD-004,CHAN-2,2024-01-17,1,47.99,0.0,11.99,Completed,59.98
ORD-00120,CUST-0088,PROD-001,CHAN-2,2024-01-17,1,50.95,0.0,11.99,Completed,62.94
ORD-00121,CUST-0060,PROD-072,CHAN-2,2024-01-17,1,35.95,0.4,5.99,Completed,27.56
ORD-00122,CUST-0003,PROD-108,CHAN-1,2024-01-17,3,114.95,0.15,0.0,Completed,293.12
ORD-00123,CUST-0581,PROD-017,CHAN-1,2024-01-17,1,28.99,0.35,11.99,Completed,30.83
ORD-00124,CUST-0052,PROD-004,CHAN-2,2024-01-18,1,47.99,0.0,8.99,Completed,56.98
ORD-00125,CUST-0372,PROD-052,CHAN-1,2024-01-18,1,124.0,0.4,8.99,Completed,83.39
ORD-00126,CUST-0002,PROD-001,CHAN-2,2024-01-18,1,50.95,0.0,5.99,Completed,56.94
ORD-00127,CUST-1087,PROD-029,CHAN-2,2024-01-18,1,79.0,0.0,0.0,Completed,79.0
ORD-00128,CUST-0812,PROD-013,CHAN-1,2024-01-18,1,41.95,0.0,5.99,Refunded,47.94
ORD-00129,CUST-0112,PROD-030,CHAN-2,2024-01-18,1,62.99,0.0,5.99,Completed,68.98
ORD-00130,CUST-0563,PROD-045,CHAN-2,2024-01-18,2,51.0,0.0,0.0,Completed,102.0
ORD-00131,CUST-0383,PROD-069,CHAN-3,2024-01-18,1,71.0,0.2,4.99,Completed,61.79
ORD-00132,CUST-0199,PROD-087,CHAN-2,2024-01-18,1,34.99,0.0,5.99,Completed,40.98
ORD-00133,CUST-1472,PROD-001,CHAN-2,2024-01-19,2,50.95,0.0,0.0,Completed,101.9
ORD-00134,CUST-1758,PROD-002,CHAN-2,2024-01-19,1,28.99,0.3,8.99,Completed,29.28
ORD-00135,CUST-0115,PROD-003,CHAN-2,2024-01-19,1,70.99,0.0,8.99,Completed,79.98
ORD-00136,CUST-0010,PROD-056,CHAN-2,2024-01-20,2,131.0,0.0,0.0,Completed,262.0
ORD-00137,CUST-1531,PROD-026,CHAN-4,2024-01-20,2,36.95,0.0,11.99,Completed,85.89
ORD-00138,CUST-0089,PROD-006,CHAN-1,2024-01-20,1,58.0,0.0,8.99,Completed,66.99
ORD-00139,CUST-0464,PROD-051,CHAN-2,2024-01-20,1,105.95,0.0,0.0,Completed,105.95
ORD-00140,CUST-0010,PROD-110,CHAN-1,2024-01-20,4,35.95,0.25,0.0,Completed,107.85
ORD-00141,CUST-0012,PROD-138,CHAN-1,2024-01-20,1,3.99,0.0,11.99,Completed,15.98
ORD-00142,CUST-0003,PROD-074,CHAN-3,2024-01-21,1,45.95,0.2,11.99,Completed,48.75
ORD-00143,CUST-1639,PROD-053,CHAN-2,2024-01-21,2,88.95,0.3,0.0,Completed,124.53
ORD-00144,CUST-0089,PROD-020,CHAN-4,2024-01-21,3,25.0,0.0,0.0,Completed,75.0
ORD-00145,CUST-1876,PROD-122,CHAN-1,2024-01-21,2,178.99,0.0,0.0,Completed,357.98
ORD-00146,CUST-0196,PROD-148,CHAN-2,2024-01-21,1,15.0,0.0,8.99,Completed,23.99
ORD-00147,CUST-0375,PROD-017,CHAN-1,2024-01-21,2,28.99,0.0,5.99,Completed,63.97
ORD-00148,CUST-1110,PROD-005,CHAN-2,2024-01-21,1,30.99,0.0,4.99,Returned,35.98
ORD-00149,CUST-0195,PROD-011,CHAN-3,2024-01-21,2,18.95,0.0,4.99,Completed,42.89
ORD-00150,CUST-0408,PROD-056,CHAN-1,2024-01-21,1,131.0,0.0,0.0,Completed,131.0
ORD-00151,CUST-0034,PROD-008,CHAN-2,2024-01-21,3,38.99,0.0,0.0,Cancelled,0.0
ORD-00152,CUST-0188,PROD-008,CHAN-2,2024-01-22,2,38.99,0.0,0.0,Completed,77.98
ORD-00153,CUST-0922,PROD-113,CHAN-2,2024-01-22,2,97.0,0.0,0.0,Completed,194.0
ORD-00154,CUST-0017,PROD-020,CHAN-1,2024-01-22,1,25.0,0.0,0.0,Cancelled,0.0
ORD-00155,CUST-1641,PROD-115,CHAN-1,2024-01-22,1,166.95,0.0,0.0,Cancelled,0.0
ORD-00156,CUST-0140,PROD-014,CHAN-2,2024-01-22,3,19.0,0.0,0.0,Cancelled,0.0
ORD-00157,CUST-1804,PROD-064,CHAN-3,2024-01-23,1,43.0,0.0,11.99,Completed,54.99
ORD-00158,CUST-0039,PROD-042,CHAN-2,2024-01-23,2,17.0,0.1,5.99,Completed,36.59
ORD-00159,CUST-0044,PROD-022,CHAN-1,2024-01-23,3,21.0,0.0,8.99,Completed,71.99
ORD-00160,CUST-0239,PROD-085,CHAN-2,2024-01-23,1,23.95,0.0,4.99,Completed,28.94
ORD-00161,CUST-0456,PROD-120,CHAN-2,2024-01-23,3,158.0,0.0,0.0,Completed,474.0
ORD-00162,CUST-0042,PROD-002,CHAN-3,2024-01-23,2,28.99,0.0,5.99,Completed,63.97
ORD-00163,CUST-1961,PROD-069,CHAN-4,2024-01-23,2,71.0,0.0,0.0,Completed,142.0
ORD-00164,CUST-1271,PROD-049,CHAN-1,2024-01-24,3,19.95,0.0,4.99,Returned,64.84
ORD-00165,CUST-0223,PROD-044,CHAN-1,2024-01-24,1,66.0,0.0,11.99,Completed,77.99
ORD-00166,CUST-0277,PROD-001,CHAN-3,2024-01-24,1,50.95,0.0,4.99,Completed,55.94
ORD-00167,CUST-0492,PROD-005,CHAN-1,2024-01-25,1,30.99,0.0,8.99,Completed,39.98
ORD-00168,CUST-0786,PROD-003,CHAN-4,2024-01-25,1,70.99,0.0,4.99,Completed,75.98
ORD-00169,CUST-0038,PROD-007,CHAN-1,2024-01-25,2,49.0,0.0,0.0,Completed,98.0
ORD-00170,CUST-1398,PROD-057,CHAN-1,2024-01-25,1,32.0,0.0,8.99,Completed,40.99
ORD-00171,CUST-0285,PROD-137,CHAN-1,2024-01-25,2,15.0,0.0,8.99,Completed,38.99
ORD-00172,CUST-0233,PROD-015,CHAN-2,2024-01-25,1,65.0,0.0,4.99,Completed,69.99
ORD-00173,CUST-1096,PROD-011,CHAN-2,2024-01-25,1,18.95,0.2,5.99,Completed,21.15
ORD-00174,CUST-1768,PROD-007,CHAN-3,2024-01-25,2,49.0,0.0,0.0,Completed,98.0
ORD-00175,CUST-1832,PROD-035,CHAN-2,2024-01-25,1,102.99,0.2,0.0,Completed,82.39
ORD-00176,CUST-0030,PROD-030,CHAN-1,2024-01-25,4,62.99,0.0,0.0,Completed,251.96
ORD-00177,CUST-0008,PROD-052,CHAN-2,2024-01-26,1,124.0,0.0,0.0,Completed,124.0
ORD-00178,CUST-0668,PROD-004,CHAN-2,2024-01-26,1,47.99,0.0,4.99,Completed,52.98
ORD-00179,CUST-1694,PROD-087,CHAN-5,2024-01-26,1,34.99,0.35,5.99,Completed,28.73
ORD-00180,CUST-0081,PROD-007,CHAN-1,2024-01-26,1,49.0,0.0,0.0,Cancelled,0.0
ORD-00181,CUST-0713,PROD-010,CHAN-2,2024-01-26,2,32.99,0.0,11.99,Completed,77.97
ORD-00182,CUST-0755,PROD-025,CHAN-1,2024-01-26,1,57.99,0.0,11.99,Completed,69.98
ORD-00183,CUST-0028,PROD-060,CHAN-1,2024-01-27,2,51.99,0.0,0.0,Completed,103.98
ORD-00184,CUST-0949,PROD-056,CHAN-1,2024-01-27,1,131.0,0.25,0.0,Completed,98.25
ORD-00185,CUST-1016,PROD-036,CHAN-1,2024-01-27,1,102.99,0.25,0.0,Completed,77.24
ORD-00186,CUST-0024,PROD-090,CHAN-1,2024-01-27,1,21.0,0.0,5.99,Completed,26.99
ORD-00187,CUST-0249,PROD-051,CHAN-3,2024-01-27,2,105.95,0.1,0.0,Completed,190.71
ORD-00188,CUST-0249,PROD-001,CHAN-1,2024-01-27,1,50.95,0.0,11.99,Completed,62.94
ORD-00189,CUST-0428,PROD-064,CHAN-1,2024-01-27,1,43.0,0.15,4.99,Completed,41.54
ORD-00190,CUST-0030,PROD-084,CHAN-1,2024-01-27,2,17.0,0.0,11.99,Completed,45.99
ORD-00191,CUST-0003,PROD-026,CHAN-2,2024-01-28,1,36.95,0.1,8.99,Completed,42.25
ORD-00192,CUST-1083,PROD-060,CHAN-2,2024-01-28,1,51.99,0.35,11.99,Completed,45.78
ORD-00193,CUST-0295,PROD-054,CHAN-2,2024-01-28,1,109.0,0.0,0.0,Completed,109.0
ORD-00194,CUST-0225,PROD-008,CHAN-1,2024-01-28,1,38.99,0.0,5.99,Completed,44.98
ORD-00195,CUST-0092,PROD-084,CHAN-2,2024-01-28,1,17.0,0.25,8.99,Returned,21.74
ORD-00196,CUST-1787,PROD-039,CHAN-4,2024-01-28,2,83.0,0.35,0.0,Completed,107.9
ORD-00197,CUST-0840,PROD-002,CHAN-1,2024-01-28,1,28.99,0.1,8.99,Completed,35.08
ORD-00198,CUST-0821,PROD-019,CHAN-2,2024-01-28,1,35.95,0.4,5.99,Completed,27.56
ORD-00199,CUST-1173,PROD-004,CHAN-1,2024-01-28,1,47.99,0.35,8.99,Completed,40.18
ORD-00200,CUST-0194,PROD-020,CHAN-2,2024-01-28,1,25.0,0.0,8.99,Completed,33.99
ORD-00201,CUST-0134,PROD-105,CHAN-1,2024-01-28,3,71.0,0.0,0.0,Returned,213.0
ORD-00202,CUST-1928,PROD-003,CHAN-1,2024-01-29,1,70.99,0.3,5.99,Completed,55.68
ORD-00203,CUST-1016,PROD-054,CHAN-2,2024-01-29,2,109.0,0.0,0.0,Completed,218.0
ORD-00204,CUST-0012,PROD-104,CHAN-2,2024-01-29,1,72.99,0.4,5.99,Completed,49.78
ORD-00205,CUST-1462,PROD-073,CHAN-1,2024-01-29,1,24.95,0.35,8.99,Completed,25.21
ORD-00206,CUST-0313,PROD-002,CHAN-4,2024-01-29,1,28.99,0.0,5.99,Completed,34.98
ORD-00207,CUST-0766,PROD-039,CHAN-1,2024-01-29,3,83.0,0.0,0.0,Completed,249.0
ORD-00208,CUST-1301,PROD-042,CHAN-1,2024-01-29,1,17.0,0.0,5.99,Completed,22.99
ORD-00209,CUST-0145,PROD-011,CHAN-2,2024-01-30,4,18.95,0.1,11.99,Completed,80.21
ORD-00210,CUST-0462,PROD-119,CHAN-2,2024-01-30,1,123.0,0.0,0.0,Completed,123.0
ORD-00211,CUST-1312,PROD-034,CHAN-3,2024-01-30,1,65.99,0.35,11.99,Completed,54.88
ORD-00212,CUST-0014,PROD-110,CHAN-2,2024-01-30,2,35.95,0.0,11.99,Completed,83.89
ORD-00213,CUST-1683,PROD-002,CHAN-2,2024-01-31,1,28.99,0.0,11.99,Completed,40.98
ORD-00214,CUST-0577,PROD-094,CHAN-1,2024-01-31,1,24.95,0.0,4.99,Completed,29.94
ORD-00215,CUST-0799,PROD-004,CHAN-3,2024-01-31,1,47.99,0.0,8.99,Completed,56.98
ORD-00216,CUST-1740,PROD-019,CHAN-1,2024-01-31,1,35.95,0.35,8.99,Completed,32.36
ORD-00217,CUST-0007,PROD-141,CHAN-1,2024-01-31,2,15.0,0.1,8.99,Completed,35.99
ORD-00218,CUST-0366,PROD-022,CHAN-1,2024-01-31,1,21.0,0.0,5.99,Completed,26.99
ORD-00219,CUST-0484,PROD-013,CHAN-4,2024-01-31,1,41.95,0.0,5.99,Returned,47.94
ORD-00220,CUST-0247,PROD-045,CHAN-1,2024-01-31,3,51.0,0.0,0.0,Completed,153.0
ORD-00221,CUST-0156,PROD-002,CHAN-1,2024-01-31,1,28.99,0.0,4.99,Completed,33.98
ORD-00222,CUST-0346,PROD-072,CHAN-1,2024-01-31,1,35.95,0.0,8.99,Completed,44.94
ORD-00223,CUST-1172,PROD-002,CHAN-3,2024-02-01,1,28.99,0.0,5.99,Completed,34.98
ORD-00224,CUST-1231,PROD-021,CHAN-2,2024-02-01,1,39.0,0.1,11.99,Completed,47.09
ORD-00225,CUST-0005,PROD-009,CHAN-1,2024-02-01,1,60.99,0.0,4.99,Completed,65.98
ORD-00226,CUST-0347,PROD-052,CHAN-2,2024-02-01,1,124.0,0.0,0.0,Completed,124.0
ORD-00227,CUST-0536,PROD-027,CHAN-2,2024-02-01,1,54.0,0.0,4.99,Completed,58.99
ORD-00228,CUST-1262,PROD-010,CHAN-1,2024-02-01,1,32.99,0.0,5.99,Completed,38.98
ORD-00229,CUST-0037,PROD-119,CHAN-3,2024-02-01,1,123.0,0.0,0.0,Completed,123.0
ORD-00230,CUST-0010,PROD-038,CHAN-2,2024-02-02,1,83.99,0.0,0.0,Completed,83.99
ORD-00231,CUST-0823,PROD-053,CHAN-1,2024-02-02,1,88.95,0.0,0.0,Completed,88.95
ORD-00232,CUST-0928,PROD-009,CHAN-3,2024-02-02,1,60.99,0.0,11.99,Completed,72.98
ORD-00233,CUST-0467,PROD-114,CHAN-3,2024-02-02,1,21.0,0.0,5.99,Completed,26.99
ORD-00234,CUST-0040,PROD-090,CHAN-1,2024-02-02,1,21.0,0.0,5.99,Completed,26.99
ORD-00235,CUST-1527,PROD-008,CHAN-1,2024-02-02,1,38.99,0.0,4.99,Completed,43.98
ORD-00236,CUST-0568,PROD-066,CHAN-1,2024-02-02,1,71.95,0.0,5.99,Completed,77.94
ORD-00237,CUST-0123,PROD-069,CHAN-1,2024-02-02,3,71.0,0.0,0.0,Completed,213.0
ORD-00238,CUST-0046,PROD-150,CHAN-1,2024-02-03,2,7.0,0.0,8.99,Completed,22.99
ORD-00239,CUST-0046,PROD-002,CHAN-3,2024-02-03,2,28.99,0.0,4.99,Completed,62.97
ORD-00240,CUST-0188,PROD-074,CHAN-2,2024-02-03,2,45.95,0.0,0.0,Completed,91.9
ORD-00241,CUST-0103,PROD-042,CHAN-2,2024-02-03,1,17.0,0.0,8.99,Completed,25.99
ORD-00242,CUST-1469,PROD-006,CHAN-1,2024-02-03,1,58.0,0.15,8.99,Completed,58.29
ORD-00243,CUST-0656,PROD-007,CHAN-1,2024-02-03,3,49.0,0.3,0.0,Completed,102.9
ORD-00244,CUST-0058,PROD-067,CHAN-2,2024-02-04,1,95.99,0.0,0.0,Completed,95.99
ORD-00245,CUST-1682,PROD-081,CHAN-2,2024-02-04,1,38.95,0.0,5.99,Completed,44.94
ORD-00246,CUST-0752,PROD-053,CHAN-3,2024-02-04,1,88.95,0.0,0.0,Returned,88.95
ORD-00247,CUST-0091,PROD-009,CHAN-1,2024-02-04,1,60.99,0.0,5.99,Completed,66.98
